"logFC","logCPM","LR","PValue","FDR"
"ENSG00000183662",-2.81890062642274,2.65968596976006,27.6818915084804,1.42995043351238e-07,0.0018792779787727
"ENSG00000106689",-4.71325994417559,2.59633317806119,27.1549172637841,1.87786957659025e-07,0.0018792779787727
"ENSG00000136535",-4.0847664311518,-0.141581520762105,25.5097935434691,4.40143058872499e-07,0.00293648777444436
"ENSG00000205927",-3.82055045193445,1.58399954441604,24.0953515418275,9.1681345370274e-07,0.00458750531896508
"ENSG00000179796",-4.31867740854484,4.45289546777296,23.6353273749158,1.16430275485328e-06,0.00466070392767767
"ENSG00000172062",1.55288797543622,-0.605795440438224,21.92164093547,2.84012966592622e-06,0.00947419921058555
"ENSG00000004848",-4.05410894157019,1.71817409567338,21.1091378310961,4.33854327696727e-06,0.0118523901900758
"ENSG00000115507",-3.3451691796004,1.75944290284656,20.9406259691926,4.73740302376251e-06,0.0118523901900758
"ENSG00000145864",-3.77955278020428,0.300450813407761,20.6325670504918,5.56415184840281e-06,0.0123740554717536
"ENSG00000179603",-1.75221781074572,2.75976705099402,20.0347161727093,7.60489097117604e-06,0.0150129007419087
"ENSG00000164930",0.848180482329944,5.65695692562334,19.7276220987268,8.93012386962097e-06,0.0150129007419087
"ENSG00000079689",-4.25216575570618,0.376559690260005,19.4867274309418,1.01301125574019e-05,0.0150129007419087
"ENSG00000126803",-1.73012729218481,-0.23813103972908,19.4404675986105,1.03784526367809e-05,0.0150129007419087
"ENSG00000106302",-3.27314341910385,-0.586598322653855,19.3107622193028,1.11078489374986e-05,0.0150129007419087
"ENSG00000184515",-2.41137064780088,-1.80629292357897,19.2862725970343,1.12512371285851e-05,0.0150129007419087
"ENSG00000139144",2.31337561585245,2.09376622077965,18.4497363558335,1.74444964656894e-05,0.0218219747975483
"ENSG00000204335",-2.64096016761516,-1.15989043087556,18.237090453488,1.9504339201201e-05,0.0229634911242376
"ENSG00000177283",-2.73005419317879,1.62468362319074,18.0596043238614,2.14095888060405e-05,0.0238062733307167
"ENSG00000142700",-3.09276711929451,0.789803881892628,17.7858707965402,2.47212262148091e-05,0.0260418601415475
"ENSG00000152192",2.34138769060984,1.26602678403629,17.3474172079151,3.11321076926382e-05,0.0306253822505157
"ENSG00000143355",-3.43825303258015,0.80887927830694,17.2873104775358,3.21325519490797e-05,0.0306253822505157
"ENSG00000184221",-3.44396488739056,1.02516680169527,17.1859912080065,3.3892649735611e-05,0.0308346083844661
"ENSG00000095303",2.86939409477422,0.309275400541516,16.9107481000241,3.91791110982466e-05,0.0333166575328494
"ENSG00000184185",2.53664964127081,-0.506853286946967,16.8153070377266,4.11996358458101e-05,0.0333166575328494
"ENSG00000170370",-4.84895239829145,0.418168831049554,16.796288709218,4.16146109578434e-05,0.0333166575328494
"ENSG00000102145",0.84204244369042,-1.33495440784753,16.5322032178197,4.78307892335361e-05,0.036302259408787
"ENSG00000178997",-2.48756242022823,-1.06640300730884,16.4804839784063,4.91534348119979e-05,0.036302259408787
"ENSG00000163508",-3.23396251294944,0.277918499112095,16.41857674363,5.07850743665269e-05,0.036302259408787
"ENSG00000115290",-1.89052418199311,2.61900583691047,15.9898386347841,6.3683377410701e-05,0.0439525103060407
"ENSG00000139151",2.13245654345195,-0.609662180955308,15.1083105368124,0.000101515404594579,0.0664759035710496
"ENSG00000184988",0.617244027671882,-0.20208036335946,15.0816291151953,0.000102960430212467,0.0664759035710496
"ENSG00000176165",-4.72213822577918,3.02243453045326,14.9026226140424,0.000113205495125175,0.0708064995290745
"ENSG00000162398",-0.866631118797628,2.04501701634569,14.7745778480354,0.000121157918727108,0.0734841134340324
"ENSG00000197309",-5.17814259873781,-3.20009228703874,14.5577784188224,0.00013592634345923,0.0800166401275437
"ENSG00000130675",-1.77852933523948,0.633271106586475,14.4450296903821,0.000144310185177062,0.0825248101805396
"ENSG00000253313",-2.24287117749421,-3.79806690495247,14.3265310813069,0.00015368358970084,0.0852840221999865
"ENSG00000104953",1.41326948624503,-1.1782575500975,14.2784783110336,0.000157657198171347,0.0852840221999865
"ENSG00000144843",1.58951535777562,-2.44097221738924,14.115846961497,0.000171889565303505,0.0904132833038401
"ENSG00000180611",-0.61386147744713,4.87094299328164,14.0254481433773,0.000180353187420522,0.0904132833038401
"ENSG00000185149",2.17562262334733,2.44407722025443,13.984861469244,0.00018428848409506,0.0904132833038401
"ENSG00000159263",-1.33982922916069,0.212997215652163,13.9755006015094,0.000185208324529475,0.0904132833038401
"ENSG00000189152",1.01406532143929,-1.612278812176,13.8486316412826,0.000198140966798669,0.0922466738501133
"ENSG00000133124",-3.17763545644454,1.335750441637,13.8356372424519,0.000199515908581371,0.0922466738501133
"ENSG00000196090",-1.517813782509,-0.516949102239618,13.8050484214335,0.000202790589528103,0.0922466738501133
"ENSG00000122585",-2.06170081006024,-0.339211572618905,13.6266960233149,0.000222991952088369,0.0991818649121936
"ENSG00000176485",0.425932714026134,4.64391632952588,13.5109793203858,0.000237171736252548,0.102494383217646
"ENSG00000105926",-0.350788305574802,6.13220128164764,13.4834155412191,0.000240681289594273,0.102494383217646
"ENSG00000172058",1.56632975870643,-1.05530362237066,13.4136851832462,0.000249795189408854,0.104159389917046
"ENSG00000198963",-1.48731288383965,3.73864927198057,13.1528767288263,0.000287078156813684,0.114348239470928
"ENSG00000135638",-1.58026618813182,0.877374487567204,13.1032616956296,0.000294782079955383,0.114348239470928
"ENSG00000258724",-0.928066508269553,-0.537714288935844,13.0770468416754,0.000298936380200558,0.114348239470928
"ENSG00000184058",1.65978599431092,1.09559999795462,13.0733238399524,0.00029953113646886,0.114348239470928
"ENSG00000234511",-1.73098859123725,-0.41271238850603,13.053020196033,0.000302795737794612,0.114348239470928
